,Move,Type,Power,Accuracy,PP,Pokemon
2888,Double Team,Normal,0,0,15,Hitmonchan
2889,Bide,Normal,0,0,10,Hitmonchan
2890,Metronome,Normal,0,0,10,Hitmonchan
2891,Swift,Normal,60,0,20,Hitmonchan
2892,Skull Bash,Normal,100,100,15,Hitmonchan
2893,Rest,Psychic,0,0,10,Hitmonchan
2894,Substitute,Normal,0,0,10,Hitmonchan
2895,Strength,Normal,80,100,15,Hitmonchan
2896,Wrap,Normal,15,85,20,Lickitung
2897,Supersonic,Normal,0,55,20,Lickitung
2898,Stomp,Normal,65,100,20,Lickitung
2899,Disable,Normal,0,55,20,Lickitung
2900,Defense Curl,Normal,0,0,40,Lickitung
2901,Slam,Normal,80,75,20,Lickitung
2902,Screech,Normal,0,85,40,Lickitung
2903,Mega Punch,Normal,80,85,20,Lickitung
2904,Swords Dance,Normal,0,0,30,Lickitung
2905,Mega Kick,Normal,120,75,5,Lickitung
2906,Toxic,Poison,0,85,10,Lickitung
2907,Body Slam,Normal,85,100,15,Lickitung
2908,Take Down,Normal,90,85,20,Lickitung
2909,Double-Edge,Normal,100,100,15,Lickitung
2910,BubbleBeam,Water,65,100,20,Lickitung
2911,Water Gun,Water,40,100,25,Lickitung
2912,Ice Beam,Ice,95,100,10,Lickitung
2913,Blizzard,Ice,120,90,5,Lickitung
2914,Hyper Beam,Normal,150,90,5,Lickitung
2915,Submission,Fighting,80,80,25,Lickitung
2916,Counter,Fighting,0,100,20,Lickitung
2917,Seismic Toss,Fighting,0,100,20,Lickitung
2918,Rage,Normal,20,100,20,Lickitung
2919,Thunderbolt,Electric,95,100,15,Lickitung
2920,Thunder,Electric,120,70,10,Lickitung
2921,Earthquake,Ground,100,100,10,Lickitung
2922,Fissure,Ground,0,30,5,Lickitung
2923,Mimic,Normal,0,100,10,Lickitung
2924,Double Team,Normal,0,0,15,Lickitung
2925,Bide,Normal,0,0,10,Lickitung
2926,Fire Blast,Fire,120,85,5,Lickitung
2927,Skull Bash,Normal,100,100,15,Lickitung
2928,Rest,Psychic,0,0,10,Lickitung
2929,Substitute,Normal,0,0,10,Lickitung
2930,Cut,Normal,50,95,30,Lickitung
2931,Surf,Water,95,100,15,Lickitung
2932,Strength,Normal,80,100,15,Lickitung
2933,Tackle,Normal,35,95,35,Koffing
2934,Smog,Poison,20,70,20,Koffing
2935,Sludge,Poison,65,100,20,Koffing
2936,SmokeScreen,Normal,0,100,20,Koffing
2937,Selfdestruct,Normal,130,100,5,Koffing
2938,Haze,Ice,0,0,30,Koffing
2939,Explosion,Normal,170,100,5,Koffing
2940,Toxic,Poison,0,85,10,Koffing
2941,Rage,Normal,20,100,20,Koffing
2942,Thunderbolt,Electric,95,100,15,Koffing
2943,Thunder,Electric,120,70,10,Koffing
2944,Mimic,Normal,0,100,10,Koffing
2945,Double Team,Normal,0,0,15,Koffing
2946,Bide,Normal,0,0,10,Koffing
2947,Selfdestruct,Normal,130,100,5,Koffing
2948,Fire Blast,Fire,120,85,5,Koffing
2949,Rest,Psychic,0,0,10,Koffing
2950,Explosion,Normal,170,100,5,Koffing
2951,Substitute,Normal,0,0,10,Koffing
2952,Tackle,Normal,35,95,35,Weezing
2953,Smog,Poison,20,70,20,Weezing
2954,Sludge,Poison,65,100,20,Weezing
2955,Sludge,Poison,65,100,20,Weezing
2956,SmokeScreen,Normal,0,100,20,Weezing
2957,Selfdestruct,Normal,130,100,5,Weezing
2958,Haze,Ice,0,0,30,Weezing
2959,Explosion,Normal,170,100,5,Weezing
2960,Toxic,Poison,0,85,10,Weezing
2961,Hyper Beam,Normal,150,90,5,Weezing
2962,Rage,Normal,20,100,20,Weezing
2963,Thunderbolt,Electric,95,100,15,Weezing
2964,Thunder,Electric,120,70,10,Weezing
2965,Mimic,Normal,0,100,10,Weezing
2966,Double Team,Normal,0,0,15,Weezing
2967,Bide,Normal,0,0,10,Weezing
2968,Selfdestruct,Normal,130,100,5,Weezing
2969,Fire Blast,Fire,120,85,5,Weezing
2970,Rest,Psychic,0,0,10,Weezing
2971,Explosion,Normal,170,100,5,Weezing
2972,Substitute,Normal,0,0,10,Weezing
2973,Horn Attack,Normal,65,100,25,Rhyhorn
2974,Stomp,Normal,65,100,20,Rhyhorn
2975,Tail Whip,Normal,0,100,30,Rhyhorn
2976,Fury Attack,Normal,15,85,20,Rhyhorn
2977,Horn Drill,Normal,0,30,5,Rhyhorn
2978,Leer,Normal,0,100,30,Rhyhorn
2979,Take Down,Normal,90,85,20,Rhyhorn
2980,Toxic,Poison,0,85,10,Rhyhorn
2981,Horn Drill,Normal,0,30,5,Rhyhorn
2982,Body Slam,Normal,85,100,15,Rhyhorn
2983,Take Down,Normal,90,85,20,Rhyhorn
2984,Double-Edge,Normal,100,100,15,Rhyhorn
2985,Rage,Normal,20,100,20,Rhyhorn
2986,Thunderbolt,Electric,95,100,15,Rhyhorn
2987,Thunder,Electric,120,70,10,Rhyhorn
2988,Earthquake,Ground,100,100,10,Rhyhorn
2989,Fissure,Ground,0,30,5,Rhyhorn
2990,Dig,Ground,100,100,10,Rhyhorn
2991,Mimic,Normal,0,100,10,Rhyhorn
2992,Double Team,Normal,0,0,15,Rhyhorn
2993,Bide,Normal,0,0,10,Rhyhorn
2994,Fire Blast,Fire,120,85,5,Rhyhorn
2995,Skull Bash,Normal,100,100,15,Rhyhorn
2996,Rest,Psychic,0,0,10,Rhyhorn
2997,Rock Slide,Rock,75,90,10,Rhyhorn
2998,Substitute,Normal,0,0,10,Rhyhorn
2999,Strength,Normal,80,100,15,Rhyhorn
3000,Horn Attack,Normal,65,100,25,Rhydon
3001,Stomp,Normal,65,100,20,Rhydon
3002,Tail Whip,Normal,0,100,30,Rhydon
3003,Fury Attack,Normal,15,85,20,Rhydon
3004,Stomp,Normal,65,100,20,Rhydon
3005,Tail Whip,Normal,0,100,30,Rhydon
3006,Fury Attack,Normal,15,85,20,Rhydon
3007,Horn Drill,Normal,0,30,5,Rhydon
3008,Leer,Normal,0,100,30,Rhydon
3009,Take Down,Normal,90,85,20,Rhydon
3010,Mega Punch,Normal,80,85,20,Rhydon
3011,Mega Kick,Normal,120,75,5,Rhydon
3012,Toxic,Poison,0,85,10,Rhydon
3013,Horn Drill,Normal,0,30,5,Rhydon
3014,Body Slam,Normal,85,100,15,Rhydon
3015,Take Down,Normal,90,85,20,Rhydon
3016,Double-Edge,Normal,100,100,15,Rhydon
3017,BubbleBeam,Water,65,100,20,Rhydon
3018,Water Gun,Water,40,100,25,Rhydon
3019,Ice Beam,Ice,95,100,10,Rhydon
3020,Blizzard,Ice,120,90,5,Rhydon
3021,Hyper Beam,Normal,150,90,5,Rhydon
3022,Pay Day,Normal,40,100,20,Rhydon
3023,Submission,Fighting,80,80,25,Rhydon
3024,Counter,Fighting,0,100,20,Rhydon
3025,Seismic Toss,Fighting,0,100,20,Rhydon
3026,Rage,Normal,20,100,20,Rhydon
3027,Thunderbolt,Electric,95,100,15,Rhydon
3028,Thunder,Electric,120,70,10,Rhydon
3029,Earthquake,Ground,100,100,10,Rhydon
3030,Fissure,Ground,0,30,5,Rhydon
3031,Dig,Ground,100,100,10,Rhydon
3032,Mimic,Normal,0,100,10,Rhydon
3033,Double Team,Normal,0,0,15,Rhydon
3034,Bide,Normal,0,0,10,Rhydon
3035,Fire Blast,Fire,120,85,5,Rhydon
3036,Skull Bash,Normal,100,100,15,Rhydon
3037,Rest,Psychic,0,0,10,Rhydon
3038,Rock Slide,Rock,75,90,10,Rhydon
3039,Substitute,Normal,0,0,10,Rhydon
3040,Surf,Water,95,100,15,Rhydon
3041,Strength,Normal,80,100,15,Rhydon
3042,Pound,Normal,40,100,35,Chansey
3043,Tail Whip,Normal,0,100,30,Chansey
3044,DoubleSlap,Normal,15,85,10,Chansey
3045,Sing,Normal,0,55,15,Chansey
3046,Growl,Normal,0,100,40,Chansey
3047,Minimize,Normal,0,101,20,Chansey
3048,Defense Curl,Normal,0,101,40,Chansey
3049,Light Screen,Psychic,0,101,30,Chansey
3050,Double-Edge,Normal,100,100,15,Chansey
3051,Mega Punch,Normal,80,85,20,Chansey
3052,Mega Kick,Normal,120,75,5,Chansey
3053,Toxic,Poison,0,85,10,Chansey
3054,Body Slam,Normal,85,100,15,Chansey
3055,Take Down,Normal,90,85,20,Chansey
3056,Double-Edge,Normal,100,100,15,Chansey
3057,BubbleBeam,Water,65,100,20,Chansey
3058,Water Gun,Water,40,100,25,Chansey
3059,Ice Beam,Ice,95,100,10,Chansey
3060,Blizzard,Ice,120,90,5,Chansey
3061,Hyper Beam,Normal,150,90,5,Chansey
3062,Submission,Fighting,80,80,25,Chansey
3063,Counter,Fighting,0,100,20,Chansey
3064,Seismic Toss,Fighting,0,100,20,Chansey
3065,Rage,Normal,20,100,20,Chansey
3066,SolarBeam,Grass,120,100,10,Chansey
3067,Thunderbolt,Electric,95,100,15,Chansey
3068,Thunder,Electric,120,70,10,Chansey
3069,Psychic,Psychic,90,100,10,Chansey
3070,Teleport,Psychic,0,0,20,Chansey
3071,Mimic,Normal,0,100,10,Chansey
3072,Double Team,Normal,0,0,15,Chansey
3073,Reflect,Psychic,0,0,20,Chansey
3074,Bide,Normal,0,0,10,Chansey
3075,Metronome,Normal,0,0,10,Chansey
3076,Egg Bomb,Normal,100,75,10,Chansey
3077,Fire Blast,Fire,120,85,5,Chansey
3078,Skull Bash,Normal,100,100,15,Chansey
3079,Softboiled,Normal,0,0,10,Chansey
3080,Rest,Psychic,0,0,10,Chansey
3081,Thunder Wave,Electric,0,100,20,Chansey
3082,Psywave,Psychic,0,80,15,Chansey
3083,Tri Attack,Normal,80,100,10,Chansey
3084,Substitute,Normal,0,0,10,Chansey
3085,Strength,Normal,80,100,15,Chansey
3086,Flash,Normal,0,70,20,Chansey
3087,Constrict,Normal,10,100,35,Tangela
3088,Bind,Normal,15,75,20,Tangela
3089,Absorb,Grass,20,100,20,Tangela
3090,Vine Whip,Grass,35,100,10,Tangela
3091,PoisonPowder,Poison,0,75,35,Tangela
3092,Stun Spore,Grass,0,75,30,Tangela
3093,Sleep Powder,Grass,0,75,15,Tangela
3094,Slam,Normal,80,75,20,Tangela
3095,Growth,Normal,0,101,40,Tangela
3096,Swords Dance,Normal,0,0,30,Tangela
3097,Toxic,Poison,0,85,10,Tangela
3098,Body Slam,Normal,85,100,15,Tangela
3099,Take Down,Normal,90,85,20,Tangela
3100,Double-Edge,Normal,100,100,15,Tangela
3101,Hyper Beam,Normal,150,90,5,Tangela
3102,Rage,Normal,20,100,20,Tangela
3103,Mega Drain,Grass,40,100,10,Tangela
3104,SolarBeam,Grass,120,100,10,Tangela
3105,Mimic,Normal,0,100,10,Tangela
3106,Double Team,Normal,0,0,15,Tangela
3107,Bide,Normal,0,0,10,Tangela
3108,Skull Bash,Normal,100,100,15,Tangela
3109,Rest,Psychic,0,0,10,Tangela
3110,Substitute,Normal,0,0,10,Tangela
3111,Cut,Normal,50,95,30,Tangela
3112,Comet Punch,Normal,18,85,15,Kangaskhan
3113,Rage,Normal,20,100,20,Kangaskhan
3114,Bite,Normal,60,100,25,Kangaskhan
3115,Tail Whip,Normal,0,100,30,Kangaskhan
3116,Mega Punch,Normal,80,85,20,Kangaskhan
3117,Leer,Normal,0,100,30,Kangaskhan
3118,Dizzy Punch,Normal,70,100,10,Kangaskhan
3119,Mega Punch,Normal,80,85,20,Kangaskhan
3120,Mega Kick,Normal,120,75,5,Kangaskhan
3121,Toxic,Poison,0,85,10,Kangaskhan
3122,Body Slam,Normal,85,100,15,Kangaskhan
3123,Take Down,Normal,90,85,20,Kangaskhan
3124,Double-Edge,Normal,100,100,15,Kangaskhan
3125,BubbleBeam,Water,65,100,20,Kangaskhan
3126,Water Gun,Water,40,100,25,Kangaskhan
3127,Ice Beam,Ice,95,100,10,Kangaskhan
3128,Blizzard,Ice,120,90,5,Kangaskhan
3129,Hyper Beam,Normal,150,90,5,Kangaskhan
3130,Submission,Fighting,80,80,25,Kangaskhan
3131,Counter,Fighting,0,100,20,Kangaskhan
3132,Seismic Toss,Fighting,0,100,20,Kangaskhan
3133,Rage,Normal,20,100,20,Kangaskhan
3134,Thunderbolt,Electric,95,100,15,Kangaskhan
3135,Thunder,Electric,120,70,10,Kangaskhan
3136,Earthquake,Ground,100,100,10,Kangaskhan
3137,Fissure,Ground,0,30,5,Kangaskhan
3138,Mimic,Normal,0,100,10,Kangaskhan
3139,Double Team,Normal,0,0,15,Kangaskhan
3140,Bide,Normal,0,0,10,Kangaskhan
3141,Fire Blast,Fire,120,85,5,Kangaskhan
3142,Skull Bash,Normal,100,100,15,Kangaskhan
3143,Rest,Psychic,0,0,10,Kangaskhan
3144,Rock Slide,Rock,75,90,10,Kangaskhan
3145,Substitute,Normal,0,0,10,Kangaskhan
3146,Surf,Water,95,100,15,Kangaskhan
3147,Strength,Normal,80,100,15,Kangaskhan
3148,Bubble,Water,20,100,30,Horsea
3149,SmokeScreen,Normal,0,100,20,Horsea
3150,Leer,Normal,0,100,30,Horsea
3151,Water Gun,Water,40,100,25,Horsea
3152,Agility,Psychic,0,0,30,Horsea
3153,Hydro Pump,Water,120,80,5,Horsea
3154,Toxic,Poison,0,85,10,Horsea
3155,Take Down,Normal,90,85,20,Horsea
3156,Double-Edge,Normal,100,100,15,Horsea
3157,BubbleBeam,Water,65,100,20,Horsea
3158,Water Gun,Water,40,100,25,Horsea
3159,Ice Beam,Ice,95,100,10,Horsea
3160,Blizzard,Ice,120,90,5,Horsea
3161,Rage,Normal,20,100,20,Horsea
3162,Mimic,Normal,0,100,10,Horsea
3163,Double Team,Normal,0,0,15,Horsea
3164,Bide,Normal,0,0,10,Horsea
3165,Swift,Normal,60,0,20,Horsea
3166,Skull Bash,Normal,100,100,15,Horsea
3167,Rest,Psychic,0,0,10,Horsea
3168,Substitute,Normal,0,0,10,Horsea
3169,Surf,Water,95,100,15,Horsea
3170,Bubble,Water,20,100,30,Seadra
3171,SmokeScreen,Normal,0,100,20,Seadra
3172,SmokeScreen,Normal,0,100,20,Seadra
3173,Leer,Normal,0,100,30,Seadra
3174,Water Gun,Water,40,100,25,Seadra
3175,Agility,Psychic,0,0,30,Seadra
3176,Hydro Pump,Water,120,80,5,Seadra
3177,Toxic,Poison,0,85,10,Seadra
3178,Take Down,Normal,90,85,20,Seadra
3179,Double-Edge,Normal,100,100,15,Seadra
3180,BubbleBeam,Water,65,100,20,Seadra
3181,Water Gun,Water,40,100,25,Seadra
3182,Ice Beam,Ice,95,100,10,Seadra
3183,Blizzard,Ice,120,90,5,Seadra
3184,Hyper Beam,Normal,150,90,5,Seadra
3185,Rage,Normal,20,100,20,Seadra
3186,Mimic,Normal,0,100,10,Seadra
3187,Double Team,Normal,0,0,15,Seadra
3188,Bide,Normal,0,0,10,Seadra
3189,Swift,Normal,60,0,20,Seadra
3190,Skull Bash,Normal,100,100,15,Seadra
3191,Rest,Psychic,0,0,10,Seadra
3192,Substitute,Normal,0,0,10,Seadra
3193,Surf,Water,95,100,15,Seadra
3194,Peck,Flying,35,100,35,Goldeen
3195,Tail Whip,Normal,0,100,30,Goldeen
3196,Supersonic,Normal,0,55,20,Goldeen
3197,Horn Attack,Normal,65,100,25,Goldeen
3198,Fury Attack,Normal,15,85,20,Goldeen
3199,Waterfall,Water,80,100,15,Goldeen
3200,Horn Drill,Normal,0,30,5,Goldeen
3201,Agility,Psychic,0,0,30,Goldeen
3202,Toxic,Poison,0,85,10,Goldeen
3203,Horn Drill,Normal,0,30,5,Goldeen
3204,Take Down,Normal,90,85,20,Goldeen
3205,Double-Edge,Normal,100,100,15,Goldeen
3206,BubbleBeam,Water,65,100,20,Goldeen
3207,Water Gun,Water,40,100,25,Goldeen
3208,Ice Beam,Ice,95,100,10,Goldeen
3209,Blizzard,Ice,120,90,5,Goldeen
3210,Rage,Normal,20,100,20,Goldeen
3211,Mimic,Normal,0,100,10,Goldeen
3212,Double Team,Normal,0,0,15,Goldeen
3213,Bide,Normal,0,0,10,Goldeen
3214,Swift,Normal,60,0,20,Goldeen
3215,Skull Bash,Normal,100,100,15,Goldeen
3216,Rest,Psychic,0,0,10,Goldeen
3217,Substitute,Normal,0,0,10,Goldeen
3218,Surf,Water,95,100,15,Goldeen
3219,Peck,Flying,35,100,35,Seaking
3220,Tail Whip,Normal,0,100,30,Seaking
3221,Supersonic,Normal,0,55,20,Seaking
3222,Supersonic,Normal,0,55,20,Seaking
3223,Horn Attack,Normal,65,100,25,Seaking
3224,Fury Attack,Normal,15,85,20,Seaking
3225,Waterfall,Water,80,100,15,Seaking
3226,Horn Drill,Normal,0,30,5,Seaking
3227,Agility,Psychic,0,0,30,Seaking
3228,Toxic,Poison,0,85,10,Seaking
3229,Horn Drill,Normal,0,30,5,Seaking
3230,Take Down,Normal,90,85,20,Seaking
3231,Double-Edge,Normal,100,100,15,Seaking
3232,BubbleBeam,Water,65,100,20,Seaking
3233,Water Gun,Water,40,100,25,Seaking
3234,Ice Beam,Ice,95,100,10,Seaking
3235,Blizzard,Ice,120,90,5,Seaking
3236,Hyper Beam,Normal,150,90,5,Seaking
3237,Rage,Normal,20,100,20,Seaking
3238,Mimic,Normal,0,100,10,Seaking
3239,Double Team,Normal,0,0,15,Seaking
3240,Bide,Normal,0,0,10,Seaking
3241,Swift,Normal,60,0,20,Seaking
3242,Skull Bash,Normal,100,100,15,Seaking
3243,Rest,Psychic,0,0,10,Seaking
3244,Substitute,Normal,0,0,10,Seaking
3245,Surf,Water,95,100,15,Seaking
3246,Tackle,Normal,35,95,35,Staryu
3247,Water Gun,Water,40,100,25,Staryu
3248,Harden,Normal,0,0,30,Staryu
3249,Recover,Normal,0,0,20,Staryu
3250,Swift,Normal,60,0,20,Staryu
3251,Minimize,Normal,0,0,20,Staryu
3252,Light Screen,Psychic,0,0,30,Staryu
3253,Hydro Pump,Water,120,80,5,Staryu
3254,Toxic,Poison,0,85,10,Staryu
3255,Take Down,Normal,90,85,20,Staryu
3256,Double-Edge,Normal,100,100,15,Staryu
3257,BubbleBeam,Water,65,100,20,Staryu
3258,Water Gun,Water,40,100,25,Staryu
3259,Ice Beam,Ice,95,100,10,Staryu
3260,Blizzard,Ice,120,90,5,Staryu
3261,Rage,Normal,20,100,20,Staryu
3262,Thunderbolt,Electric,95,100,15,Staryu
3263,Thunder,Electric,120,70,10,Staryu
3264,Psychic,Psychic,90,100,10,Staryu
3265,Teleport,Psychic,0,0,20,Staryu
3266,Mimic,Normal,0,100,10,Staryu
3267,Double Team,Normal,0,0,15,Staryu
3268,Reflect,Psychic,0,0,20,Staryu
3269,Bide,Normal,0,0,10,Staryu
3270,Swift,Normal,60,0,20,Staryu
3271,Skull Bash,Normal,100,100,15,Staryu
3272,Rest,Psychic,0,0,10,Staryu
3273,Thunder Wave,Electric,0,100,20,Staryu
3274,Psywave,Psychic,0,80,15,Staryu
3275,Tri Attack,Normal,80,100,10,Staryu
3276,Substitute,Normal,0,0,10,Staryu
3277,Surf,Water,95,100,15,Staryu
3278,Flash,Normal,0,70,20,Staryu
3279,Tackle,Normal,35,95,35,Starmie
3280,Water Gun,Water,40,100,25,Starmie
3281,Harden,Normal,0,0,30,Starmie
3282,Toxic,Poison,0,85,10,Starmie
3283,Take Down,Normal,90,85,20,Starmie
3284,Double-Edge,Normal,100,100,15,Starmie
3285,BubbleBeam,Water,65,100,20,Starmie
3286,Water Gun,Water,40,100,25,Starmie
3287,Ice Beam,Ice,95,100,10,Starmie
3288,Blizzard,Ice,120,90,5,Starmie
3289,Hyper Beam,Normal,150,90,5,Starmie
3290,Rage,Normal,20,100,20,Starmie
3291,Thunderbolt,Electric,95,100,15,Starmie
3292,Thunder,Electric,120,70,10,Starmie
3293,Psychic,Psychic,90,100,10,Starmie
3294,Teleport,Psychic,0,0,20,Starmie
3295,Mimic,Normal,0,100,10,Starmie
3296,Double Team,Normal,0,0,15,Starmie
3297,Reflect,Psychic,0,0,20,Starmie
3298,Bide,Normal,0,0,10,Starmie
3299,Swift,Normal,60,0,20,Starmie
3300,Skull Bash,Normal,100,100,15,Starmie
3301,Rest,Psychic,0,0,10,Starmie
3302,Thunder Wave,Electric,0,100,20,Starmie
3303,Psywave,Psychic,0,80,15,Starmie
3304,Tri Attack,Normal,80,100,10,Starmie
3305,Substitute,Normal,0,0,10,Starmie
3306,Surf,Water,95,100,15,Starmie
3307,Flash,Normal,0,70,20,Starmie
3308,Confusion,Psychic,50,100,25,Mr. Mime
3309,Barrier,Psychic,0,0,30,Mr. Mime
3310,Confusion,Psychic,50,100,25,Mr. Mime
3311,Light Screen,Psychic,0,0,30,Mr. Mime
3312,DoubleSlap,Normal,15,85,10,Mr. Mime
3313,Meditate,Psychic,0,0,40,Mr. Mime
3314,Substitute,Normal,0,0,10,Mr. Mime
3315,Mega Punch,Normal,80,85,20,Mr. Mime
3316,Mega Kick,Normal,120,75,5,Mr. Mime
3317,Toxic,Poison,0,85,10,Mr. Mime
3318,Body Slam,Normal,85,100,15,Mr. Mime
3319,Take Down,Normal,90,85,20,Mr. Mime
3320,Double-Edge,Normal,100,100,15,Mr. Mime
3321,Hyper Beam,Normal,150,90,5,Mr. Mime
3322,Submission,Fighting,80,80,25,Mr. Mime
3323,Counter,Fighting,0,100,20,Mr. Mime
3324,Seismic Toss,Fighting,0,100,20,Mr. Mime
3325,Rage,Normal,20,100,20,Mr. Mime
3326,SolarBeam,Grass,120,100,10,Mr. Mime
3327,Thunderbolt,Electric,95,100,15,Mr. Mime
3328,Thunder,Electric,120,70,10,Mr. Mime
3329,Psychic,Psychic,90,100,10,Mr. Mime
3330,Teleport,Psychic,0,0,20,Mr. Mime
3331,Mimic,Normal,0,100,10,Mr. Mime
3332,Double Team,Normal,0,0,15,Mr. Mime
3333,Reflect,Psychic,0,0,20,Mr. Mime
3334,Bide,Normal,0,0,10,Mr. Mime
3335,Metronome,Normal,0,0,10,Mr. Mime
3336,Skull Bash,Normal,100,100,15,Mr. Mime
3337,Rest,Psychic,0,0,10,Mr. Mime
3338,Thunder Wave,Electric,0,100,20,Mr. Mime
3339,Psywave,Psychic,0,80,15,Mr. Mime
3340,Substitute,Normal,0,0,10,Mr. Mime
3341,Flash,Normal,0,70,20,Mr. Mime
3342,Quick Attack,Normal,40,100,30,Scyther
3343,Leer,Normal,0,100,30,Scyther
3344,Focus Energy,Normal,0,101,30,Scyther
3345,Double Team,Normal,0,101,15,Scyther
3346,Slash,Normal,70,100,20,Scyther
3347,Swords Dance,Normal,0,101,30,Scyther
3348,Agility,Psychic,0,101,30,Scyther
3349,Wing Attack,Flying,35,100,35,Scyther
3350,Swords Dance,Normal,0,0,30,Scyther
3351,Toxic,Poison,0,85,10,Scyther
3352,Take Down,Normal,90,85,20,Scyther
3353,Double-Edge,Normal,100,100,15,Scyther
3354,Hyper Beam,Normal,150,90,5,Scyther
3355,Rage,Normal,20,100,20,Scyther
3356,Mimic,Normal,0,100,10,Scyther
3357,Double Team,Normal,0,0,15,Scyther
3358,Bide,Normal,0,0,10,Scyther
3359,Swift,Normal,60,0,20,Scyther
3360,Skull Bash,Normal,100,100,15,Scyther
3361,Rest,Psychic,0,0,10,Scyther
3362,Substitute,Normal,0,0,10,Scyther
3363,Cut,Normal,50,95,30,Scyther
3364,Pound,Normal,40,100,35,Jynx
3365,Lovely Kiss,Normal,0,75,10,Jynx
3366,Lick,Ghost,20,100,30,Jynx
3367,DoubleSlap,Normal,15,85,10,Jynx
3368,Ice Punch,Ice,75,100,15,Jynx
3369,Body Slam,Normal,85,100,15,Jynx
3370,Thrash,Normal,90,100,20,Jynx
3371,Blizzard,Ice,120,90,5,Jynx
3372,Mega Punch,Normal,80,85,20,Jynx
3373,Mega Kick,Normal,120,75,5,Jynx
3374,Toxic,Poison,0,85,10,Jynx
3375,Body Slam,Normal,85,100,15,Jynx
3376,Take Down,Normal,90,85,20,Jynx
3377,Double-Edge,Normal,100,100,15,Jynx
3378,BubbleBeam,Water,65,100,20,Jynx
3379,Water Gun,Water,40,100,25,Jynx
3380,Ice Beam,Ice,95,100,10,Jynx
3381,Blizzard,Ice,120,90,5,Jynx
3382,Hyper Beam,Normal,150,90,5,Jynx
3383,Submission,Fighting,80,80,25,Jynx
3384,Counter,Fighting,0,100,20,Jynx
3385,Seismic Toss,Fighting,0,100,20,Jynx
3386,Rage,Normal,20,100,20,Jynx
3387,Psychic,Psychic,90,100,10,Jynx
3388,Teleport,Psychic,0,0,20,Jynx
3389,Mimic,Normal,0,100,10,Jynx
3390,Double Team,Normal,0,0,15,Jynx
3391,Reflect,Psychic,0,0,20,Jynx
3392,Bide,Normal,0,0,10,Jynx
3393,Metronome,Normal,0,0,10,Jynx
3394,Skull Bash,Normal,100,100,15,Jynx
3395,Rest,Psychic,0,0,10,Jynx
3396,Psywave,Psychic,0,80,15,Jynx
3397,Substitute,Normal,0,0,10,Jynx
3398,Quick Attack,Normal,40,100,30,Electabuzz
3399,Leer,Normal,0,100,30,Electabuzz
3400,ThunderShock,Electric,40,100,30,Electabuzz
3401,Screech,Normal,0,85,40,Electabuzz
3402,ThunderPunch,Electric,75,100,15,Electabuzz
3403,Light Screen,Psychic,0,0,30,Electabuzz
3404,Thunder,Electric,120,70,10,Electabuzz
3405,Mega Punch,Normal,80,85,20,Electabuzz
3406,Mega Kick,Normal,120,75,5,Electabuzz
3407,Toxic,Poison,0,85,10,Electabuzz
3408,Body Slam,Normal,85,100,15,Electabuzz
3409,Take Down,Normal,90,85,20,Electabuzz
3410,Double-Edge,Normal,100,100,15,Electabuzz
3411,Hyper Beam,Normal,150,90,5,Electabuzz
3412,Submission,Fighting,80,80,25,Electabuzz
3413,Counter,Fighting,0,100,20,Electabuzz
3414,Seismic Toss,Fighting,0,100,20,Electabuzz
3415,Rage,Normal,20,100,20,Electabuzz
3416,Thunderbolt,Electric,95,100,15,Electabuzz
3417,Thunder,Electric,120,70,10,Electabuzz
3418,Psychic,Psychic,90,100,10,Electabuzz
3419,Teleport,Psychic,0,0,20,Electabuzz
3420,Mimic,Normal,0,100,10,Electabuzz
3421,Double Team,Normal,0,0,15,Electabuzz
3422,Reflect,Psychic,0,0,20,Electabuzz
3423,Bide,Normal,0,0,10,Electabuzz
3424,Metronome,Normal,0,0,10,Electabuzz
3425,Swift,Normal,60,0,20,Electabuzz
3426,Skull Bash,Normal,100,100,15,Electabuzz
3427,Rest,Psychic,0,0,10,Electabuzz
3428,Thunder Wave,Electric,0,100,20,Electabuzz
3429,Psywave,Psychic,0,80,15,Electabuzz
3430,Substitute,Normal,0,0,10,Electabuzz
3431,Strength,Normal,80,100,15,Electabuzz
3432,Flash,Normal,0,70,20,Electabuzz
3433,Ember,Fire,40,100,25,Magmar
3434,Leer,Normal,0,100,30,Magmar
3435,Confuse Ray,Ghost,0,100,10,Magmar
3436,Fire Punch,Fire,75,100,15,Magmar
3437,SmokeScreen,Normal,0,100,20,Magmar
3438,Smog,Poison,20,70,20,Magmar
3439,Flamethrower,Fire,95,100,15,Magmar
3440,Mega Punch,Normal,80,85,20,Magmar
3441,Mega Kick,Normal,120,75,5,Magmar
3442,Toxic,Poison,0,85,10,Magmar
3443,Body Slam,Normal,85,100,15,Magmar
3444,Take Down,Normal,90,85,20,Magmar
3445,Double-Edge,Normal,100,100,15,Magmar
3446,Hyper Beam,Normal,150,90,5,Magmar
3447,Submission,Fighting,80,80,25,Magmar
3448,Counter,Fighting,0,100,20,Magmar
3449,Seismic Toss,Fighting,0,100,20,Magmar
3450,Rage,Normal,20,100,20,Magmar
3451,Psychic,Psychic,90,100,10,Magmar
3452,Teleport,Psychic,0,0,20,Magmar
3453,Mimic,Normal,0,100,10,Magmar
3454,Double Team,Normal,0,0,15,Magmar
3455,Bide,Normal,0,0,10,Magmar
